,Year,Month,State,Primary Mode,Etiology,Etiology Status,Setting,Illnesses,Hospitalizations,Info on Hospitalizations,Deaths,Info on Deaths
371,2009,1,Missouri,0,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,119,0.0,119.0,0.0,119.0
373,2009,4,New York,1,Salmonella enterica,Confirmed,Restaurant - Sit-down dining,13,4.0,13.0,0.0,13.0
375,2009,3,Oklahoma,1,Salmonella enterica,Confirmed,Restaurant - Sit-down dining,25,4.0,25.0,0.0,25.0
377,2009,3,Wisconsin,0,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,14,0.0,14.0,0.0,14.0
378,2009,3,Alabama,1,Norovirus Genogroup II,Suspected,Restaurant - Sit-down dining,35,0.0,35.0,0.0,35.0
380,2009,2,Wisconsin,1,Norovirus Genogroup II,Confirmed,Caterer (food prepared off-site from where served),16,0.0,16.0,0.0,16.0
381,2009,4,Iowa,4,Norovirus Genogroup I,Confirmed,Event space,115,0.0,31.0,0.0,31.0
382,2009,2,Ohio,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,51,0.0,51.0,0.0,51.0
384,2009,3,Wisconsin,0,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,42,1.0,42.0,0.0,42.0
386,2009,3,Ohio,0,Norovirus Genogroup I,Confirmed,School/college/university,70,1.0,69.0,0.0,70.0
387,2009,1,South Carolina,0,Norovirus Genogroup II,Confirmed,"Other, specify",24,1.0,24.0,0.0,24.0
389,2009,1,South Carolina,1,Norovirus Genogroup II,Suspected,Restaurant - Sit-down dining,4,0.0,4.0,0.0,4.0
391,2009,4,Illinois,1,Norovirus Genogroup II,Confirmed,Restaurant - Sit-down dining,4,1.0,4.0,0.0,4.0
392,2009,3,Wisconsin,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,40,0.0,40.0,0.0,40.0
394,2009,2,Wisconsin,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,45,0.0,45.0,0.0,45.0
397,2009,3,Maine,0,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,20,0.0,20.0,0.0,20.0
399,2009,2,Maine,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,26,0.0,26.0,0.0,26.0
401,2009,1,Wisconsin,0,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,55,0.0,55.0,0.0,55.0
402,2009,1,Wisconsin,0,Norovirus unknown; Clostridium perfringens,Confirmed; Suspected,Long-term care/nursing home/assisted living facility,21,1.0,21.0,0.0,21.0
404,2009,1,Wisconsin,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,92,0.0,92.0,0.0,92.0
405,2009,3,Wisconsin,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,69,1.0,69.0,0.0,69.0
406,2009,4,Maine,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,18,0.0,18.0,0.0,18.0
409,2009,2,Maine,0,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,34,0.0,34.0,0.0,34.0
410,2009,1,Maine,0,Norovirus Genogroup II,Confirmed,Other healthcare facility,37,0.0,37.0,0.0,37.0
411,2009,3,Wisconsin,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,35,0.0,35.0,1.0,35.0
412,2009,2,Wisconsin,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,8,0.0,8.0,0.0,8.0
413,2009,4,Wisconsin,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,43,1.0,43.0,1.0,43.0
417,2009,3,Oregon,2,Norovirus Genogroup II,Confirmed,Restaurant,18,0.0,18.0,0.0,18.0
418,2009,3,Oregon,2,Norovirus,Suspected,Private home/residence,9,0.0,9.0,0.0,9.0
419,2009,3,Oregon,1,Norovirus Genogroup II,Confirmed,School/college/university,49,0.0,49.0,0.0,49.0
420,2009,4,Hawaii,1,Histamine,Confirmed,Prison/jail,13,0.0,13.0,0.0,13.0
423,2009,3,Connecticut,1,"Escherichia coli, Shiga toxin-producing",Confirmed,Office/indoor workplace,60,5.0,60.0,0.0,60.0
427,2009,4,Illinois,1,Norovirus,Suspected,Office/indoor workplace,11,0.0,11.0,0.0,11.0
429,2009,5,Ohio,1,Clostridium perfringens,Confirmed,Private home/residence,23,0.0,16.0,0.0,16.0
431,2009,4,Minnesota,1,Norovirus,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",17,0.0,17.0,0.0,17.0
432,2009,4,Minnesota,0,Norovirus Genogroup I,Confirmed,School/college/university,11,0.0,0.0,0.0,11.0
433,2009,4,Ohio,1,"Escherichia coli, Shiga toxin-producing",Confirmed,Restaurant - Sit-down dining,3,2.0,3.0,0.0,3.0
435,2009,2,Mississippi,1,Norovirus unknown; Staphylococcus unknown,Confirmed; Confirmed,Prison/jail,66,0.0,66.0,0.0,66.0
436,2009,2,Mississippi,1,Salmonella enterica,Confirmed,Prison/jail,184,3.0,184.0,0.0,184.0
438,2009,1,Wisconsin,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,41,4.0,41.0,0.0,41.0
439,2009,4,Wisconsin,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,29,1.0,29.0,0.0,29.0
440,2009,3,Wisconsin,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,44,0.0,44.0,0.0,44.0
446,2009,4,Connecticut,1,Bacillus cereus,Confirmed,School/college/university; Other,47,0.0,47.0,0.0,47.0
447,2009,5,Connecticut,1,Norovirus Genogroup II,Confirmed,Restaurant - Sit-down dining,13,0.0,13.0,0.0,13.0
448,2009,3,Wisconsin,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,352,5.0,352.0,1.0,352.0
450,2009,2,Ohio,0,Shigella sonnei,Confirmed,Child day care,9,0.0,3.0,0.0,4.0
451,2009,4,Wisconsin,1,Clostridium perfringens,Confirmed,Restaurant - Sit-down dining,8,0.0,8.0,0.0,8.0
453,2009,4,Wisconsin,0,Norovirus Genogroup I,Confirmed,Long-term care/nursing home/assisted living facility,29,0.0,29.0,0.0,29.0
454,2009,3,New York,1,Salmonella enterica,Confirmed,Unknown,3,0.0,3.0,0.0,3.0
456,2009,4,Wisconsin,1,Salmonella enterica,Confirmed,Private home/residence,14,2.0,14.0,0.0,14.0
460,2009,3,Wisconsin,0,Rotavirus,Confirmed,Long-term care/nursing home/assisted living facility,64,1.0,64.0,0.0,64.0
461,2009,5,Virginia,0,Norovirus unknown,Confirmed,Child day care,31,0.0,31.0,0.0,31.0
462,2009,4,Wisconsin,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,34,0.0,34.0,0.0,34.0
463,2009,5,Arkansas,0,Shigella sonnei,Confirmed,School/college/university,69,2.0,3.0,0.0,3.0
464,2009,3,Tennessee,3,Cryptosporidium unknown; Cryptosporidium unknown,Confirmed; Confirmed,Beach - Public; Camp/Cabin Setting,7,0.0,0.0,0.0,0.0
465,2009,2,New Hampshire,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,88,4.0,88.0,0.0,88.0
467,2009,2,New Hampshire,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,29,0.0,29.0,0.0,29.0
468,2009,2,New Hampshire,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,158,1.0,158.0,0.0,158.0
469,2009,3,New Hampshire,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,90,0.0,0.0,0.0,0.0
470,2009,3,New Hampshire,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,39,0.0,39.0,0.0,39.0
471,2009,3,New Hampshire,0,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,45,0.0,45.0,0.0,45.0
472,2009,3,New Hampshire,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,77,0.0,77.0,0.0,77.0
473,2009,3,New Hampshire,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,46,0.0,46.0,0.0,46.0
474,2009,4,Ohio,3,Pseudomonas unknown,Suspected,Hotel/Motel/Lodge/Inn,23,0.0,23.0,0.0,23.0
475,2009,4,Wisconsin,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,18,0.0,18.0,0.0,18.0
477,2009,2,Florida,1,Norovirus,Confirmed,Banquet Facility (food prepared and served on-site),30,0.0,30.0,0.0,30.0
480,2009,5,Pennsylvania,1,Campylobacter jejuni,Confirmed,Private home/residence,2,0.0,2.0,0.0,2.0
482,2009,5,Illinois,1,Norovirus Genogroup II,Confirmed,Banquet Facility (food prepared and served on-site),39,0.0,39.0,0.0,39.0
483,2009,5,Illinois,1,Norovirus Genogroup I,Suspected,Private home/residence,32,0.0,18.0,0.0,18.0
485,2009,1,California,1,Norovirus unknown,Confirmed,Restaurant - Sit-down dining,10,0.0,10.0,0.0,10.0
486,2009,1,California,1,Norovirus unknown,Suspected,Restaurant - Sit-down dining,7,0.0,7.0,0.0,7.0
487,2009,3,Wisconsin,0,Norovirus Genogroup II,Confirmed,Hospital,74,1.0,74.0,0.0,74.0
491,2009,2,New Hampshire,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,86,1.0,86.0,0.0,86.0
494,2009,2,New Hampshire,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,140,2.0,140.0,0.0,140.0
495,2009,2,New Hampshire,0,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,53,0.0,0.0,0.0,0.0
503,2009,3,California,1,Bacillus cereus,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter); Private home/residence; Grocery store",7,0.0,7.0,0.0,7.0
505,2009,4,Wisconsin,0,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,9,0.0,9.0,0.0,9.0
506,2009,4,Iowa,0,Norovirus Genogroup I,Confirmed,Restaurant,17,0.0,17.0,0.0,17.0
507,2009,4,California,1,Norovirus Genogroup II,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",9,0.0,9.0,0.0,9.0
508,2009,5,Ohio,1,Norovirus Genogroup II,Confirmed,Restaurant - Sit-down dining,15,0.0,15.0,0.0,15.0
521,2009,5,New York,1,Bacillus cereus,Suspected,Banquet Facility (food prepared and served on-site),20,1.0,20.0,0.0,20.0
522,2009,5,Virginia,1,Staphylococcus aureus,Confirmed,Private home/residence; Religious facility,19,0.0,19.0,0.0,19.0
524,2009,5,South Carolina,1,Clostridium perfringens,Confirmed,Private home/residence,350,0.0,40.0,0.0,40.0
527,2009,1,New Hampshire,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,85,0.0,0.0,0.0,0.0
528,2009,1,New Hampshire,0,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,17,1.0,17.0,0.0,17.0
530,2009,2,New Hampshire,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,62,0.0,62.0,0.0,62.0
531,2009,3,New Hampshire,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,34,0.0,34.0,0.0,34.0
535,2009,5,Arizona,1,Enterococcus faecalis,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",13,0.0,11.0,0.0,11.0
536,2009,5,Tennessee,3,Shigella sonnei,Confirmed,School/College/University,3,0.0,3.0,0.0,3.0
537,2009,3,Pennsylvania,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,21,1.0,21.0,0.0,21.0
538,2009,3,Pennsylvania,0,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,76,1.0,76.0,1.0,76.0
539,2009,5,Connecticut,1,Norovirus Genogroup II,Confirmed,Restaurant - Sit-down dining,2,0.0,2.0,0.0,2.0
540,2009,6,Virginia,1,Staphylococcus aureus,Suspected,Other,12,0.0,12.0,0.0,12.0
541,2009,1,Wisconsin,1,Norovirus Genogroup II,Confirmed,Restaurant - Sit-down dining,62,1.0,62.0,0.0,62.0
542,2009,6,Minnesota,1,"Escherichia coli, Shiga toxin-producing",Confirmed,Private home/residence,4,0.0,4.0,0.0,4.0
545,2009,6,Ohio,1,Campylobacter unknown,Suspected,Restaurant - Sit-down dining,2,1.0,2.0,0.0,2.0
546,2009,6,Wisconsin,0,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,91,6.0,91.0,0.0,91.0
547,2009,5,California,1,Norovirus unknown,Suspected,Private home/residence,26,0.0,26.0,0.0,26.0
554,2009,1,Maryland,1,Norovirus Genogroup II,Confirmed,Restaurant - Sit-down dining,12,0.0,12.0,0.0,12.0
556,2009,1,Maryland,1,Norovirus Genogroup II,Confirmed,Restaurant - Sit-down dining,13,0.0,13.0,0.0,13.0
558,2009,5,Minnesota,1,Norovirus,Suspected,Private home/residence,11,0.0,11.0,0.0,11.0
560,2009,4,Virginia,1,Brucella unknown,Confirmed,Other,4,1.0,4.0,0.0,4.0
561,2009,6,Tennessee,1,Norovirus Genogroup II,Confirmed,Restaurant - Sit-down dining,11,0.0,11.0,0.0,11.0
567,2009,6,Illinois,1,Norovirus Genogroup I,Suspected,Other,25,1.0,25.0,0.0,25.0
571,2009,6,New York,1,Campylobacter jejuni,Confirmed,Other,9,0.0,9.0,0.0,9.0
573,2009,1,Pennsylvania,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,36,0.0,36.0,0.0,36.0
575,2009,1,Pennsylvania,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,78,0.0,78.0,0.0,78.0
576,2009,1,Pennsylvania,0,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,137,0.0,137.0,0.0,137.0
577,2009,1,Pennsylvania,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,47,0.0,47.0,0.0,47.0
578,2009,1,Pennsylvania,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,51,0.0,51.0,0.0,51.0
579,2009,1,Pennsylvania,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,198,0.0,198.0,0.0,198.0
580,2009,2,Pennsylvania,0,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,72,0.0,72.0,0.0,72.0
581,2009,2,Pennsylvania,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,204,0.0,204.0,0.0,204.0
582,2009,2,Pennsylvania,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,15,0.0,15.0,0.0,15.0
583,2009,2,Pennsylvania,0,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,39,0.0,39.0,0.0,39.0
584,2009,3,Pennsylvania,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,7,0.0,7.0,0.0,7.0
585,2009,3,Pennsylvania,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,7,0.0,7.0,0.0,7.0
588,2009,2,Ohio,1,Norovirus Genogroup II,Suspected,Other,5,0.0,5.0,0.0,5.0
589,2009,6,Connecticut,1,Bacillus cereus,Confirmed,Caterer (food prepared off-site from where served),100,0.0,20.0,0.0,20.0
590,2009,6,Connecticut,1,Norovirus,Suspected,Other,10,0.0,10.0,0.0,10.0
591,2009,6,Connecticut,1,Scombroid toxin,Confirmed,Private home/residence,2,0.0,2.0,0.0,2.0
592,2009,3,Pennsylvania,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,7,0.0,7.0,0.0,7.0
595,2009,1,Missouri,0,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,37,4.0,37.0,0.0,37.0
596,2009,5,Missouri,0,Rotavirus,Confirmed,Long-term care/nursing home/assisted living facility,15,0.0,15.0,0.0,15.0
603,2009,6,Minnesota,1,Clostridium perfringens,Confirmed,Private home/residence; Caterer (food prepared off-site from where served),18,0.0,18.0,0.0,18.0
604,2009,6,Minnesota,1,"Escherichia coli, Shiga toxin-producing",Confirmed,Restaurant - Sit-down dining,2,1.0,2.0,0.0,2.0
608,2009,1,New Hampshire,0,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,66,0.0,0.0,0.0,0.0
609,2009,1,New Hampshire,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,38,0.0,0.0,0.0,0.0
610,2009,1,New Hampshire,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,139,0.0,0.0,0.0,0.0
611,2009,1,New Hampshire,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,32,0.0,0.0,0.0,0.0
612,2009,2,New Hampshire,0,Norovirus unknown,Confirmed,Hospital,47,0.0,0.0,0.0,0.0
613,2009,1,New Hampshire,0,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,35,0.0,0.0,0.0,0.0
614,2009,1,New Hampshire,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,29,0.0,0.0,0.0,0.0
615,2009,1,New Hampshire,0,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,35,0.0,0.0,0.0,0.0
617,2009,1,New Hampshire,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,95,0.0,0.0,0.0,0.0
618,2009,1,New Hampshire,0,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,16,0.0,0.0,0.0,0.0
619,2009,2,Georgia,1,Norovirus Genogroup II,Suspected,Banquet Facility (food prepared and served on-site),8,0.0,8.0,0.0,8.0
622,2009,3,Ohio,0,Shigella sonnei,Confirmed,Child day care,24,0.0,7.0,0.0,7.0
623,2009,5,New York,1,Salmonella enterica,Confirmed,Restaurant - Sit-down dining,19,2.0,19.0,0.0,19.0
626,2009,5,Missouri,1,Salmonella enterica,Confirmed,Private home/residence,5,1.0,5.0,0.0,5.0
627,2009,3,Ohio,0,Shigella sonnei,Confirmed,Child day care,5,1.0,3.0,0.0,3.0
628,2009,5,California,1,Norovirus unknown,Suspected,Restaurant - other or unknown type,10,0.0,10.0,0.0,10.0
629,2009,4,California,1,Other - Chemical/Toxin,Confirmed,"Fair, festival, other temp or mobile services",6,0.0,6.0,0.0,6.0
631,2009,1,Ohio,0,Shigella sonnei,Confirmed,Child day care,7,0.0,0.0,0.0,7.0
637,2009,1,Pennsylvania,0,Norovirus unknown,Confirmed,Ship/boat,54,0.0,54.0,0.0,54.0
639,2009,2,Pennsylvania,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,119,0.0,119.0,0.0,119.0
640,2009,6,Minnesota,1,"Escherichia coli, Shiga toxin-producing",Confirmed,Caterer (food prepared off-site from where served); Grocery store,16,3.0,16.0,0.0,16.0
642,2009,2,Pennsylvania,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,58,0.0,58.0,0.0,58.0
649,2009,6,Ohio,1,"Escherichia coli, Shiga toxin-producing",Suspected,Private home/residence,2,2.0,2.0,0.0,2.0
651,2009,3,Massachusetts,0,Norovirus,Confirmed,Long-term care/nursing home/assisted living facility,41,0.0,41.0,0.0,41.0
654,2009,3,Massachusetts,0,Norovirus,Confirmed,Long-term care/nursing home/assisted living facility,135,2.0,135.0,3.0,135.0
655,2009,5,New Mexico,3,Chlorine,Suspected,Public Outdoor Area,5,0.0,0.0,0.0,0.0
669,2009,1,Oregon,2,Salmonella enterica,Confirmed,Child day care,6,2.0,6.0,0.0,6.0
681,2009,1,Massachusetts,0,Norovirus,Confirmed,Other healthcare facility,80,0.0,80.0,0.0,80.0
698,2009,5,Pennsylvania,0,Shigella sonnei,Confirmed,School/college/university,19,2.0,19.0,0.0,19.0
707,2009,5,Missouri,0,Clostridium other,Confirmed,Long-term care/nursing home/assisted living facility,8,5.0,8.0,0.0,8.0
709,2009,3,Arizona,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,74,0.0,74.0,0.0,74.0
710,2009,1,Ohio,0,Shigella sonnei,Confirmed,Child day care,8,0.0,8.0,0.0,8.0
711,2009,1,Ohio,1,Norovirus Genogroup II,Confirmed,Caterer (food prepared off-site from where served),22,0.0,22.0,0.0,22.0
721,2009,5,California,1,Bacillus cereus,Suspected,Restaurant - Sit-down dining,4,0.0,4.0,0.0,4.0
723,2009,2,New Hampshire,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,17,0.0,11.0,0.0,11.0
724,2009,2,New Hampshire,0,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,27,0.0,27.0,0.0,27.0
725,2009,2,New Hampshire,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,4,0.0,4.0,0.0,4.0
736,2009,2,Massachusetts,0,Norovirus,Confirmed,Hospital,7,1.0,7.0,0.0,7.0
738,2009,5,Pennsylvania,0,Shigella sonnei,Confirmed,Private home/residence,4,0.0,4.0,0.0,4.0
740,2009,4,Wisconsin,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,67,2.0,67.0,1.0,67.0
753,2009,7,Wisconsin,0,Norovirus Genogroup II,Confirmed,Camp,40,1.0,40.0,0.0,40.0
756,2009,3,Utah,1,Campylobacter jejuni,Confirmed,Private home/residence,10,0.0,10.0,0.0,10.0
757,2009,4,Alabama,3,Campylobacter jejuni,Confirmed,Unknown,11,0.0,11.0,0.0,11.0
758,2009,2,Colorado,1,Norovirus,Suspected,Restaurant - Sit-down dining,6,0.0,6.0,0.0,6.0
759,2009,7,Minnesota,1,Norovirus,Confirmed,Other,6,0.0,6.0,0.0,6.0
760,2009,7,Minnesota,1,Norovirus,Confirmed,Restaurant - Sit-down dining,5,0.0,5.0,0.0,5.0
761,2009,6,Illinois,1,Hepatitis A,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",34,14.0,34.0,0.0,34.0
763,2009,5,Colorado,1,Clostridium perfringens,Suspected,Restaurant - Sit-down dining,5,0.0,5.0,0.0,5.0
764,2009,1,Ohio,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,34,1.0,34.0,0.0,34.0
